Year,Agency Type,Agency Name,Total Hate Crime Cases Referred,Total Cases Filed as Hate Crimes,Total Cases Filed as Non-Bias Motivated Crimes,Total Dispositions,Not Convicted,Total Convictions,Total Hate Crime Convictions,Guilty plea/Nolo contendere,Trial Verdict,All Other Convictions
2020,County DA,Shasta,11,14,3,10,1,9,0,0,0,9
2020,County DA,Sierra,0,0,0,0,0,0,0,0,0,0
2020,County DA,Siskiyou,2,2,0,1,1,0,0,0,0,0
2020,County DA,Solano,3,2,0,1,0,1,1,1,0,0
2020,County DA,Sonoma,0,0,0,0,0,0,0,0,0,0
2020,County DA,Stanislaus,2,2,0,1,0,1,1,1,0,0
2020,County DA,Sutter,0,0,0,0,0,0,0,0,0,0
2020,County DA,Tehama,4,2,1,2,0,2,0,0,0,2
2020,County DA,Trinity,0,0,0,0,0,0,0,0,0,0
2020,County DA,Tulare,1,1,0,0,0,0,0,0,0,0
2020,County DA,Tuolumne,0,0,0,0,0,0,0,0,0,0
2020,County DA,Ventura,4,1,1,2,0,2,1,0,1,1
2020,County DA,Yolo,9,4,2,3,0,3,3,3,0,0
2020,County DA,Yuba,2,0,1,0,0,0,0,0,0,0
2020,Elected City Attorney,  Chula Vista,0,0,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  Compton,0,0,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  Huntington Beach,0,0,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  Long Beach,1,1,0,1,0,1,0,0,0,1
2020,Elected City Attorney,  Los Angeles,42,6,12,2,0,2,0,0,0,2
2020,Elected City Attorney,  Oakland,0,0,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  Redondo Beach,1,1,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  San Bernardino,0,0,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  San Diego,12,2,1,0,0,0,0,0,0,0
2020,Elected City Attorney,  San Francisco,0,0,0,0,0,0,0,0,0,0
2020,Elected City Attorney,  San Rafael,0,0,0,0,0,0,0,0,0,0
